id,collection,tokenId,price,paymentToken,timestamp,txHash,datetime
0x4d0af886513dffd7cfdd9ec80a98f39a3080b0c7d85b44ade8bf5be3d7598f9b-84,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,3755,0.00125,0x0000000000000000000000000000000000000000,1743670259,0x4d0af886513dffd7cfdd9ec80a98f39a3080b0c7d85b44ade8bf5be3d7598f9b,2025-04-03 08:50:59
0x6d12e24b00b75d94df1a921a1daaea06697eb2e5c57e42e5b1872fd51924e29d-17,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,927,0.0011,0x0000000000000000000000000000000000000000,1743670199,0x6d12e24b00b75d94df1a921a1daaea06697eb2e5c57e42e5b1872fd51924e29d,2025-04-03 08:49:59
0xe7482497f62c0846543fcb9a0cfab189c783c011970331cc1f2208b247e8e1fd-78,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,1000,0.001325,0x0000000000000000000000000000000000000000,1742805395,0xe7482497f62c0846543fcb9a0cfab189c783c011970331cc1f2208b247e8e1fd,2025-03-24 08:36:35
0xbe4c07566862cde8fb4e5d537da4fb8e35e4f2d731fd7a0a02e9a8201432cd21-37,0x3d049adb773faddef681fbe565466c4f9736a009,7377,0.00025,0x0000000000000000000000000000000000000000,1742793623,0xbe4c07566862cde8fb4e5d537da4fb8e35e4f2d731fd7a0a02e9a8201432cd21,2025-03-24 05:20:23
0x29ffc505b5f59dec0815a3d0202f04597f908346147cc5305225db8d47afea9d-95,0x3d049adb773faddef681fbe565466c4f9736a009,2952,0.00025,0x0000000000000000000000000000000000000000,1742793287,0x29ffc505b5f59dec0815a3d0202f04597f908346147cc5305225db8d47afea9d,2025-03-24 05:14:47
0x874ac53397ffb632f29230a9ff9c0ccb969150cfdd8d88275fa247862ff00f95-145,0x3d049adb773faddef681fbe565466c4f9736a009,1420,0.00025,0x0000000000000000000000000000000000000000,1742793263,0x874ac53397ffb632f29230a9ff9c0ccb969150cfdd8d88275fa247862ff00f95,2025-03-24 05:14:23
0x781b43d16ac81e5461fcf1ac565a863e6c1f7c2c01dbb6a3e8419f7bd604714d-76,0x3d049adb773faddef681fbe565466c4f9736a009,5568,0.00125,0x0000000000000000000000000000000000000000,1742793227,0x781b43d16ac81e5461fcf1ac565a863e6c1f7c2c01dbb6a3e8419f7bd604714d,2025-03-24 05:13:47
0x86324516a974f7153dd4ba0b2af8d91dcf82cb5cf684a969fa9d6bc6126f56bd-84,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,922,0.00125,0x0000000000000000000000000000000000000000,1742528135,0x86324516a974f7153dd4ba0b2af8d91dcf82cb5cf684a969fa9d6bc6126f56bd,2025-03-21 03:35:35
0x8fddf86a8e915feb6e2ccc547c53a95b08acf07950eec37e56d57b71be71b8f2-29,0x3d049adb773faddef681fbe565466c4f9736a009,6967,0.000275,0x0000000000000000000000000000000000000000,1741933799,0x8fddf86a8e915feb6e2ccc547c53a95b08acf07950eec37e56d57b71be71b8f2,2025-03-14 06:29:59
0x0da48e302b02cae4f60ef0101f4c96d94c719089fc46d7525a925b393c4394fa-212,0x3d049adb773faddef681fbe565466c4f9736a009,5795,0.0003,0x0000000000000000000000000000000000000000,1741872623,0x0da48e302b02cae4f60ef0101f4c96d94c719089fc46d7525a925b393c4394fa,2025-03-13 13:30:23
0x8f6900b2d8395e784317111e97e1d3f630dd9cca01beebc45920eceb25581fe0-62,0x3d049adb773faddef681fbe565466c4f9736a009,644,0.0003,0x0000000000000000000000000000000000000000,1741872611,0x8f6900b2d8395e784317111e97e1d3f630dd9cca01beebc45920eceb25581fe0,2025-03-13 13:30:11
0xc884760fd19417463c5662917b36745bee8b18ee4203c73e9e74ac18bbff827d-41,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,6989,0.001125,0x0000000000000000000000000000000000000000,1741833599,0xc884760fd19417463c5662917b36745bee8b18ee4203c73e9e74ac18bbff827d,2025-03-13 02:39:59
0x1878429aacb518ae8731bad29dca46789d7b45adb2b85b68033dbfa728305046-34,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,1944,0.001225,0x0000000000000000000000000000000000000000,1741833575,0x1878429aacb518ae8731bad29dca46789d7b45adb2b85b68033dbfa728305046,2025-03-13 02:39:35
0x97cca82caca338610447bd4b4d9af834df3cb9da0886b794a0d487f9d03cd251-108,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,4565,0.001725,0x0000000000000000000000000000000000000000,1741833539,0x97cca82caca338610447bd4b4d9af834df3cb9da0886b794a0d487f9d03cd251,2025-03-13 02:38:59
0xeae8dd2691c1962953a0c3b04478e5df35fc53c3371d03b914caaaa32ec27a3a-266,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,9766,0.001075,0x0000000000000000000000000000000000000000,1741687367,0xeae8dd2691c1962953a0c3b04478e5df35fc53c3371d03b914caaaa32ec27a3a,2025-03-11 10:02:47
0xee570fce9206111189f5f95b490b84742cb663b0fd2c2e2753d7bb79db4b7acd-80,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,9689,0.001075,0x0000000000000000000000000000000000000000,1741687343,0xee570fce9206111189f5f95b490b84742cb663b0fd2c2e2753d7bb79db4b7acd,2025-03-11 10:02:23
0xfac548d8acc9c55f8652689ea1dec816b5e8e6e0b9646fefb15cbd2a3310acfe-125,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2341,0.001075,0x0000000000000000000000000000000000000000,1741687295,0xfac548d8acc9c55f8652689ea1dec816b5e8e6e0b9646fefb15cbd2a3310acfe,2025-03-11 10:01:35
0x996ae17e3bff54d043bad997a8f0b155d9599a4407adc201ec0e44e1a452e407-875,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,2942,0.001075,0x0000000000000000000000000000000000000000,1741687259,0x996ae17e3bff54d043bad997a8f0b155d9599a4407adc201ec0e44e1a452e407,2025-03-11 10:00:59
0x9ea9bd72169cc86ae465a953e534d0656e5c359e30f9428ea314114902b3a69e-336,0x75e46bdc52d4a2064dc8850ee0f52ee93bfe337c,7529,0.00105,0x0000000000000000000000000000000000000000,1741687247,0x9ea9bd72169cc86ae465a953e534d0656e5c359e30f9428ea314114902b3a69e,2025-03-11 10:00:47
0xbe9ab145348559d7e769e4b64fb60a997e8db34f78276140a911d1e99fe0070f-119,0x3d049adb773faddef681fbe565466c4f9736a009,367,0.0002,0x0000000000000000000000000000000000000000,1741687223,0xbe9ab145348559d7e769e4b64fb60a997e8db34f78276140a911d1e99fe0070f,2025-03-11 10:00:23
